"year","cntry","tvtot","happy","health","gndr"
2002,"IE",3,10,1,1
2002,"IE",3,10,1,1
2002,"IE",2,7,2,2
2002,"IE",2,8,3,1
2002,"IE",6,6,2,2
2002,"IE",7,10,1,1
2002,"IE",7,8,2,2
2002,"IE",6,7,3,2
2002,"IE",4,7,2,2
2002,"IE",7,7,1,1
2002,"IE",4,8,2,1
2002,"IE",4,8,2,1
2002,"IE",5,9,1,1
2002,"IE",5,6,3,2
2002,"IE",7,7,3,2
2002,"IE",3,5,5,2
2002,"IE",7,9,2,2
2002,"IE",7,8,3,1
2002,"IE",5,7,2,2
2002,"IE",7,5,2,2
2002,"IE",5,10,3,1
2002,"IE",7,5,3,2
2002,"IE",7,8,1,2
2002,"IE",7,8,1,2
2002,"IE",6,5,2,1
2002,"IE",7,7,4,1
2002,"IE",4,6,2,2
2002,"IE",5,8,2,1
2002,"IE",3,8,2,1
2002,"IE",4,9,2,1
2002,"IE",5,7,3,1
2002,"IE",3,7,2,2
2002,"IE",7,9,2,2
2002,"IE",2,8,1,1
2002,"IE",6,7,4,2
2002,"IE",2,7,2,1
2002,"IE",7,8,1,1
2002,"IE",2,7,5,2
2002,"IE",2,7,4,2
2002,"IE",2,7,2,2
2002,"IE",5,7,1,2
2002,"IE",4,7,1,1
2002,"IE",3,8,2,2
2002,"IE",3,8,2,1
2002,"IE",7,8,2,1
2002,"IE",5,8,2,1
2002,"IE",7,10,2,2
2002,"IE",5,7,2,1
2002,"IE",6,10,3,1
2002,"IE",6,8,1,1
2002,"IE",0,4,2,1
2002,"IE",7,8,3,2
2002,"IE",7,9,2,2
2002,"IE",5,7,2,2
2002,"IE",7,8,4,2
2002,"IE",7,9,3,2
2002,"IE",1,8,4,2
2002,"IE",6,8,1,2
2002,"IE",1,10,1,1
2002,"IE",1,10,1,1
2002,"IE",3,8,2,2
2002,"IE",1,8,2,1
2002,"IE",7,10,3,1
2002,"IE",4,7,1,1
2002,"IE",0,9,3,1
2002,"IE",7,8,2,2
2002,"IE",7,8,1,1
2002,"IE",7,8,1,2
2002,"IE",7,7,3,1
2002,"IE",7,9,2,1
2002,"IE",7,7,3,1
2002,"IE",6,10,2,2
2002,"IE",4,7,2,2
2002,"IE",1,8,2,1
2002,"IE",3,8,3,1
2002,"IE",3,9,1,2
2002,"IE",7,8,1,2
2002,"IE",6,10,2,1
2002,"IE",7,9,1,2
2002,"IE",4,9,1,2
2002,"IE",3,10,1,2
2002,"IE",7,9,1,1
2002,"IE",6,10,1,2
2002,"IE",7,10,1,2
2002,"IE",3,8,2,1
2002,"IE",7,10,1,2
2002,"IE",6,10,2,2
2002,"IE",7,9,1,2
2002,"IE",6,8,2,1
2002,"IE",4,9,2,1
2002,"IE",7,5,1,1
2002,"IE",6,9,1,2
2002,"IE",7,10,2,2
2002,"IE",2,6,1,2
2002,"IE",5,8,3,2
2002,"IE",6,7,3,1
2002,"IE",4,10,2,2
2002,"IE",3,9,1,2
2002,"IE",1,8,1,2
2002,"IE",4,5,3,1
2002,"IE",5,5,1,2
2002,"IE",2,8,1,2
2002,"IE",7,5,2,1
2002,"IE",3,8,1,2
2002,"IE",3,8,1,2
2002,"IE",4,5,3,2
2002,"IE",3,8,2,1
2002,"IE",2,8,2,1
2002,"IE",2,9,1,2
2002,"IE",5,10,1,1
2002,"IE",3,6,3,2
2002,"IE",6,8,1,2
2002,"IE",4,8,2,1
2002,"IE",6,7,2,2
2002,"IE",6,9,3,2
2002,"IE",5,10,2,1
2002,"IE",5,7,3,2
2002,"IE",6,10,3,2
2002,"IE",4,7,2,2
2002,"IE",3,8,1,2
2002,"IE",2,8,2,1
2002,"IE",3,8,2,2
2002,"IE",7,9,3,2
2002,"IE",2,10,2,1
2002,"IE",2,8,2,1
2002,"IE",6,5,2,2
2002,"IE",5,8,2,1
2002,"IE",3,9,1,1
2002,"IE",5,8,1,1
2002,"IE",3,10,1,1
2002,"IE",7,3,2,2
2002,"IE",7,9,2,1
2002,"IE",7,3,3,2
2002,"IE",7,5,2,1
2002,"IE",5,8,3,2
2002,"IE",6,6,3,1
2002,"IE",7,5,2,1
2002,"IE",5,8,1,2
2002,"IE",6,9,3,2
2002,"IE",7,4,3,1
2002,"IE",7,5,2,2
2002,"IE",6,6,1,1
2002,"IE",5,7,2,1
2002,"IE",4,6,1,1
2002,"IE",7,4,3,1
2002,"IE",7,9,1,1
2002,"IE",3,10,2,2
2002,"IE",7,10,3,2
2002,"IE",4,10,1,2
2002,"IE",6,10,1,2
2002,"IE",3,6,3,2
2002,"IE",7,9,3,2
2002,"IE",6,9,1,2
2002,"IE",4,10,1,1
2002,"IE",4,10,1,1
2002,"IE",7,9,1,2
2002,"IE",5,10,1,2
2002,"IE",4,10,3,2
2002,"IE",5,10,1,2
2002,"IE",7,10,2,1
2002,"IE",5,8,1,1
2002,"IE",7,10,1,1
2002,"IE",1,6,2,1
2002,"IE",7,6,2,1
2002,"IE",7,10,1,1
2002,"IE",5,7,1,2
2002,"IE",5,9,1,2
2002,"IE",7,8,1,2
2002,"IE",3,8,2,2
2002,"IE",2,9,1,2
2002,"IE",6,10,1,1
2002,"IE",6,9,3,2
2002,"IE",4,3,1,1
2002,"IE",6,10,2,1
2002,"IE",6,9,1,2
2002,"IE",7,10,2,1
2002,"IE",1,5,2,1
2002,"IE",2,7,1,2
2002,"IE",4,6,3,2
2002,"IE",6,10,2,1
2002,"IE",7,10,2,2
2002,"IE",5,10,2,1
2002,"IE",4,9,1,2
2002,"IE",2,9,1,2
2002,"IE",3,9,1,2
2002,"IE",6,10,1,1
2002,"IE",6,10,1,1
2002,"IE",7,10,1,1
2002,"IE",4,7,2,2
2002,"IE",7,10,1,1
2002,"IE",4,7,4,2
2002,"IE",7,4,4,1
2002,"IE",7,6,2,2
2002,"IE",5,4,1,1
2002,"IE",7,5,2,1
2002,"IE",4,7,2,2
2002,"IE",7,9,2,1
2002,"IE",7,8,2,2
2002,"IE",2,6,2,1
2002,"IE",4,7,1,1
2002,"IE",6,8,2,2
2002,"IE",4,9,1,1
2002,"IE",6,8,2,2
2002,"IE",4,9,3,2
2002,"IE",5,5,3,1
2002,"IE",3,9,2,1
2002,"IE",7,8,3,2
2002,"IE",7,8,2,2
2002,"IE",7,10,1,2
2002,"IE",4,8,1,1
2002,"IE",7,9,2,1
2002,"IE",6,7,3,1
2002,"IE",7,10,2,1
2002,"IE",3,5,2,1
2002,"IE",7,10,2,1
2002,"IE",4,8,1,2
2002,"IE",2,8,2,2
2002,"IE",4,9,2,1
2002,"IE",2,8,2,1
2002,"IE",3,8,2,2
2002,"IE",4,8,1,2
2002,"IE",4,9,1,2
2002,"IE",4,10,2,2
2002,"IE",5,10,1,2
2002,"IE",2,3,5,2
2002,"IE",4,10,2,2
2002,"IE",3,3,5,2
2002,"IE",2,7,1,1
2002,"IE",4,8,1,2
2002,"IE",5,6,3,1
2002,"IE",6,10,1,2
2002,"IE",4,8,2,1
2002,"IE",5,8,3,2
2002,"IE",4,8,1,1
2002,"IE",4,8,2,1
2002,"IE",5,9,2,2
2002,"IE",4,9,2,2
2002,"IE",2,7,2,1
2002,"IE",7,7,2,1
2002,"IE",7,7,2,2
2002,"IE",5,7,2,2
2002,"IE",7,8,2,1
2002,"IE",2,9,1,1
2002,"IE",2,5,2,2
2002,"IE",4,6,1,2
2002,"IE",4,8,1,2
2002,"IE",7,8,1,1
2002,"IE",4,9,1,2
2002,"IE",4,8,3,2
2002,"IE",7,10,2,1
2002,"IE",4,8,1,2
2002,"IE",7,9,1,1
2002,"IE",3,8,2,1
2002,"IE",3,8,2,2
2002,"IE",2,6,2,1
2002,"IE",1,9,1,2
2002,"IE",6,6,2,2
2002,"IE",7,7,1,1
2002,"IE",7,8,3,1
2002,"IE",2,10,1,2
2002,"IE",6,10,2,2
2002,"IE",4,6,1,2
2002,"IE",3,10,2,2
2002,"IE",0,2,3,2
2002,"IE",7,7,1,2
2002,"IE",3,10,1,2
2002,"IE",4,8,1,2
2002,"IE",2,8,1,1
2002,"IE",2,9,3,1
2002,"IE",1,9,3,2
2002,"IE",3,10,1,2
2002,"IE",5,9,1,2
2002,"IE",3,9,1,1
2002,"IE",2,7,1,2
2002,"IE",6,7,2,2
2002,"IE",1,5,3,2
2002,"IE",7,10,2,2
2002,"IE",7,9,3,2
2002,"IE",7,7,1,1
2002,"IE",4,7,2,2
2002,"IE",5,8,2,1
2002,"IE",7,8,2,1
2002,"IE",3,6,3,2
2002,"IE",3,5,2,2
2002,"IE",7,10,3,2
2002,"IE",3,8,2,2
2002,"IE",3,8,2,2
2002,"IE",2,10,1,1
2002,"IE",7,10,2,2
2002,"IE",7,10,2,2
2002,"IE",3,10,2,1
2002,"IE",1,5,2,2
2002,"IE",4,6,2,2
2002,"IE",5,10,1,2
2002,"IE",7,9,1,1
2002,"IE",7,5,2,2
2002,"IE",3,10,3,1
2002,"IE",3,6,2,1
2002,"IE",3,5,2,1
2002,"IE",1,0,3,1
2002,"IE",7,8,1,2
2002,"IE",7,10,2,1
2002,"IE",2,8,1,1
2002,"IE",6,10,1,1
2002,"IE",3,7,3,2
2002,"IE",6,9,2,2
2002,"IE",3,9,2,2
2002,"IE",4,9,2,2
2002,"IE",1,9,1,1
2002,"IE",7,9,2,2
2002,"IE",6,9,2,2
2002,"IE",4,10,3,2
2002,"IE",5,10,1,1
2002,"IE",5,7,3,2
2002,"IE",2,10,1,2
2002,"IE",4,7,2,2
2002,"IE",5,9,1,1
2002,"IE",7,7,1,2
2002,"IE",3,8,1,2
2002,"IE",3,10,1,2
2002,"IE",5,8,1,1
2002,"IE",5,8,2,2
2002,"IE",7,10,1,1
2002,"IE",4,7,3,2
2002,"IE",7,8,1,1
2002,"IE",6,7,1,2
2002,"IE",7,8,1,2
2002,"IE",7,8,1,1
2002,"IE",4,10,2,2
2002,"IE",7,10,3,1
2002,"IE",7,10,2,2
2002,"IE",6,10,1,1
2002,"IE",7,5,2,1
2002,"IE",2,10,1,1
2002,"IE",6,10,3,2
2002,"IE",5,10,3,2
2002,"IE",2,7,1,2
2002,"IE",7,8,1,1
2002,"IE",7,9,2,1
2002,"IE",5,7,2,2
2002,"IE",6,8,2,2
2002,"IE",1,8,2,1
2002,"IE",3,7,2,2
2002,"IE",3,7,1,2
2002,"IE",5,8,2,1
2002,"IE",1,8,2,2
2002,"IE",3,9,3,2
2002,"IE",7,9,2,2
2002,"IE",7,3,2,1
2002,"IE",4,8,2,1
2002,"IE",6,8,2,1
2002,"IE",1,6,3,2
2002,"IE",6,7,1,1
2002,"IE",3,8,3,2
2002,"IE",3,10,1,2
2002,"IE",5,9,2,1
2002,"IE",6,9,1,2
2002,"IE",5,8,2,1
2002,"IE",2,9,2,2
2002,"IE",6,10,2,2
2002,"IE",5,7,1,1
2002,"IE",1,5,2,2
2002,"IE",3,5,2,2
2002,"IE",4,10,1,1
2002,"IE",3,8,2,2
2002,"IE",4,10,3,2
2002,"IE",7,8,2,2
2002,"IE",3,8,2,1
2002,"IE",6,8,2,1
2002,"IE",4,8,2,1
2002,"IE",2,9,2,1
2002,"IE",7,8,3,1
2002,"IE",7,2,3,1
2002,"IE",0,7,3,1
2002,"IE",7,8,2,2
2002,"IE",3,6,2,1
2002,"IE",7,5,2,2
2002,"IE",4,8,2,1
2002,"IE",4,10,2,1
2002,"IE",7,9,1,2
2002,"IE",2,10,1,2
2002,"IE",4,9,2,2
2002,"IE",7,6,1,2
2002,"IE",5,10,1,2
2002,"IE",7,10,3,1
2002,"IE",7,10,1,1
2002,"IE",6,10,1,2
2002,"IE",7,6,3,1
2002,"IE",5,8,2,2
2002,"IE",6,10,1,1
2002,"IE",7,4,3,1
2002,"IE",7,9,2,2
2002,"IE",5,6,3,2
2002,"IE",2,4,2,1
2002,"IE",5,5,4,2
2002,"IE",6,6,3,2
2002,"IE",7,7,2,1
2002,"IE",6,9,1,2
2002,"IE",6,8,1,2
2002,"IE",4,7,1,1
2002,"IE",6,8,2,1
2002,"IE",2,5,3,1
2002,"IE",2,7,2,2
2002,"IE",4,7,1,1
2002,"IE",6,8,1,2
2002,"IE",6,8,2,2
2002,"IE",4,9,2,2
2002,"IE",6,9,2,1
2002,"IE",7,6,2,1
2002,"IE",4,8,2,2
2002,"IE",6,9,1,1
2002,"IE",5,8,1,2
2002,"IE",5,8,2,2
2002,"IE",5,8,2,1
2002,"IE",3,8,1,1
2002,"IE",6,10,2,2
2002,"IE",1,10,2,1
2002,"IE",3,10,2,2
2002,"IE",3,9,1,1
2002,"IE",6,7,1,2
2002,"IE",4,8,2,1
2002,"IE",6,7,2,1
2002,"IE",6,8,3,2
2002,"IE",5,8,1,2
2002,"IE",3,7,2,1
2002,"IE",7,7,4,1
2002,"IE",6,7,2,2
2002,"IE",7,5,3,2
2002,"IE",4,7,2,2
2002,"IE",7,6,2,2
2002,"IE",2,8,2,2
2002,"IE",2,7,1,1
2002,"IE",3,9,2,1
2002,"IE",7,8,1,2
2002,"IE",4,8,1,1
2002,"IE",6,8,1,1
2002,"IE",7,7,2,2
2002,"IE",5,9,2,1
2002,"IE",5,6,1,1
2002,"IE",2,9,1,1
2002,"IE",6,10,1,1
2002,"IE",6,9,1,1
2002,"IE",5,9,4,1
2002,"IE",7,5,1,1
2002,"IE",6,9,1,2
2002,"IE",7,8,1,1
2002,"IE",7,9,1,2
2002,"IE",7,8,1,1
2002,"IE",3,8,3,2
2002,"IE",2,9,2,2
2002,"IE",4,8,3,2
2002,"IE",3,8,3,1
2002,"IE",2,10,1,1
2002,"IE",6,10,1,2
2002,"IE",5,10,2,2
2002,"IE",3,9,1,2
2002,"IE",7,10,1,2
2002,"IE",7,6,1,1
2002,"IE",4,8,3,1
2002,"IE",7,10,1,2
2002,"IE",1,9,2,2
2002,"IE",7,7,2,1
2002,"IE",7,10,1,2
2002,"IE",7,7,1,1
2002,"IE",5,9,1,1
2002,"IE",4,7,2,1
2002,"IE",6,7,2,2
2002,"IE",3,9,2,2
2002,"IE",2,10,1,1
2002,"IE",3,10,1,1
2002,"IE",5,9,2,2
2002,"IE",4,10,1,1
2002,"IE",1,10,1,2
2002,"IE",7,10,1,2
2002,"IE",7,10,2,2
2002,"IE",7,9,2,1
2002,"IE",4,10,1,2
2002,"IE",3,10,1,1
2002,"IE",6,6,2,2
2002,"IE",2,7,2,1
2002,"IE",7,10,1,1
2002,"IE",7,10,1,2
2002,"IE",6,8,1,2
2002,"IE",4,6,2,1
2002,"IE",2,10,2,2
2002,"IE",3,5,2,2
2002,"IE",0,8,1,2
2002,"IE",6,3,2,2
2002,"IE",4,8,2,1
2002,"IE",5,8,1,2
2002,"IE",4,7,1,2
2002,"IE",7,5,2,1
2002,"IE",7,8,1,1
2002,"IE",4,10,1,2
2002,"IE",6,10,2,2
2002,"IE",5,7,1,2
2002,"IE",6,8,1,2
2002,"IE",6,9,1,2
2002,"IE",5,5,1,1
2002,"IE",7,9,1,2
2002,"IE",4,9,1,1
2002,"IE",6,8,1,2
2002,"IE",5,9,3,2
2002,"IE",6,9,1,2
2002,"IE",4,10,2,1
2002,"IE",4,9,1,2
2002,"IE",6,8,1,2
2002,"IE",6,10,1,2
2002,"IE",4,8,1,2
2002,"IE",2,10,3,2
2002,"IE",4,10,1,1
2002,"IE",3,10,1,2
2002,"IE",4,9,1,1
2002,"IE",7,5,3,2
2002,"IE",7,9,1,1
2002,"IE",7,10,1,1
2002,"IE",4,9,1,2
2002,"IE",7,9,1,2
2002,"IE",5,7,2,1
2002,"IE",5,10,1,2
2002,"IE",6,10,1,1
2002,"IE",3,7,2,1
2002,"IE",7,8,2,2
2002,"IE",2,8,3,2
2002,"IE",7,8,1,2
2002,"IE",7,7,2,1
2002,"IE",5,7,1,1
2002,"IE",1,7,1,2
2002,"IE",2,5,2,1
2002,"IE",2,10,1,1
2002,"IE",6,4,1,1
2002,"IE",3,10,2,1
2002,"IE",3,10,1,2
2002,"IE",4,8,1,2
2002,"IE",2,10,1,1
2002,"IE",1,10,1,1
2002,"IE",4,7,2,2
2002,"IE",4,8,1,1
2002,"IE",7,10,1,1
2002,"IE",4,7,2,2
2002,"IE",2,8,1,1
2002,"IE",2,8,1,2
2002,"IE",3,6,2,2
2002,"IE",6,10,4,2
2002,"IE",4,9,2,2
2002,"IE",2,9,1,2
2002,"IE",7,9,1,1
2002,"IE",4,8,1,2
2002,"IE",7,10,1,1
2002,"IE",4,8,1,1
2002,"IE",4,9,2,1
2002,"IE",4,10,1,1
2002,"IE",6,10,2,1
2002,"IE",7,9,1,1
2002,"IE",4,9,3,1
2002,"IE",4,8,1,2
2002,"IE",5,10,1,2
2002,"IE",7,8,2,1
2002,"IE",2,8,3,1
2002,"IE",4,10,2,2
2002,"IE",5,9,2,1
2002,"IE",1,8,1,1
2002,"IE",5,8,1,1
2002,"IE",6,8,1,1
2002,"IE",5,9,3,2
2002,"IE",4,10,2,2
2002,"IE",3,10,2,1
2002,"IE",6,8,1,1
2002,"IE",7,5,1,2
2002,"IE",2,8,1,1
2002,"IE",6,8,1,2
2002,"IE",4,8,2,1
2002,"IE",3,9,2,2
2002,"IE",7,7,2,2
2002,"IE",7,8,2,1
2002,"IE",2,8,2,2
2002,"IE",2,9,1,2
2002,"IE",7,7,1,1
2002,"IE",7,8,2,1
2002,"IE",3,7,3,2
2002,"IE",4,2,3,2
2002,"IE",2,9,1,2
2002,"IE",7,10,1,2
2002,"IE",4,10,1,1
2002,"IE",3,9,3,2
2002,"IE",4,10,2,2
2002,"IE",4,9,1,2
2002,"IE",2,8,1,2
2002,"IE",7,1,1,1
2002,"IE",2,8,1,1
2002,"IE",7,8,1,1
2002,"IE",3,8,1,2
2002,"IE",5,10,2,2
2002,"IE",6,7,2,2
2002,"IE",5,8,2,1
2002,"IE",7,6,3,2
2002,"IE",3,10,1,2
2002,"IE",7,5,2,1
2002,"IE",2,7,2,1
2002,"IE",1,9,1,2
2002,"IE",4,7,4,1
2002,"IE",4,7,2,2
2002,"IE",5,8,3,2
2002,"IE",7,9,1,1
2002,"IE",1,6,1,2
2002,"IE",7,8,1,1
2002,"IE",7,8,2,2
2002,"IE",2,6,1,1
2002,"IE",7,7,1,1
2002,"IE",0,10,1,2
2002,"IE",1,7,1,1
2002,"IE",3,6,1,2
2002,"IE",4,10,3,1
2002,"IE",4,8,2,2
2002,"IE",4,8,1,1
2002,"IE",3,8,1,1
2002,"IE",4,8,1,2
2002,"IE",3,7,1,1
2002,"IE",4,10,3,1
2002,"IE",2,8,1,1
2002,"IE",4,6,2,2
2002,"IE",3,10,2,1
2002,"IE",3,10,2,2
2002,"IE",6,9,2,2
2002,"IE",4,10,1,2
2002,"IE",4,9,1,1
2002,"IE",3,8,1,2
2002,"IE",4,8,2,1
2002,"IE",3,7,3,2
2002,"IE",3,6,2,2
2002,"IE",5,10,2,1
2002,"IE",7,10,1,1
2002,"IE",4,7,2,1
2002,"IE",6,9,1,2
2002,"IE",3,8,2,1
2002,"IE",4,9,1,1
2002,"IE",0,7,2,2
2002,"IE",4,9,1,1
2002,"IE",2,8,1,2
2002,"IE",4,10,1,2
2002,"IE",2,7,1,2
2002,"IE",2,10,1,1
2002,"IE",6,8,1,1
2002,"IE",7,5,2,2
2002,"IE",7,5,2,1
2002,"IE",7,10,2,1
2002,"IE",7,10,2,1
2002,"IE",6,10,1,2
2002,"IE",7,6,2,2
2002,"IE",2,8,1,1
2002,"IE",3,8,1,2
2002,"IE",4,4,2,2
2002,"IE",7,10,2,2
2002,"IE",5,7,2,2
2002,"IE",5,7,2,2
2002,"IE",4,6,2,1
2002,"IE",4,9,2,2
2002,"IE",6,10,1,2
2002,"IE",7,7,3,1
2002,"IE",5,5,4,1
2002,"IE",7,8,2,2
2002,"IE",4,9,1,2
2002,"IE",6,8,3,1
2002,"IE",5,9,1,2
2002,"IE",7,5,3,2
2002,"IE",7,5,1,1
2002,"IE",5,7,3,1
2002,"IE",5,9,1,2
2002,"IE",7,9,2,2
2002,"IE",5,9,2,1
2002,"IE",4,8,4,2
2002,"IE",1,9,2,2
2002,"IE",2,8,1,1
2002,"IE",5,8,2,2
2002,"IE",6,7,2,2
2002,"IE",2,10,1,1
2002,"IE",7,7,3,2
2002,"IE",3,10,1,1
2002,"IE",5,7,2,2
2002,"IE",7,7,2,2
2002,"IE",3,8,1,1
2002,"IE",3,6,3,2
2002,"IE",2,10,1,1
2002,"IE",5,5,3,2
2002,"IE",3,3,1,2
2002,"IE",3,5,4,2
2002,"IE",6,8,1,1
2002,"IE",7,5,1,2
2002,"IE",6,7,2,1
2002,"IE",3,7,1,2
2002,"IE",7,7,1,2
2002,"IE",0,9,3,2
2002,"IE",7,8,1,2
2002,"IE",3,10,2,2
2002,"IE",7,6,2,2
2002,"IE",7,8,1,1
2002,"IE",6,8,2,1
2002,"IE",5,8,2,1
2002,"IE",3,8,1,2
2002,"IE",4,8,1,2
2002,"IE",5,5,2,1
2002,"IE",7,9,1,1
2002,"IE",3,7,2,2
2002,"IE",4,10,1,1
2002,"IE",2,9,1,2
2002,"IE",5,7,2,2
2002,"IE",6,10,1,1
2002,"IE",5,9,2,2
2002,"IE",7,5,1,2
2002,"IE",7,10,1,2
2002,"IE",4,8,1,2
2002,"IE",7,5,3,2
2002,"IE",4,7,1,2
2002,"IE",6,8,1,1
2002,"IE",4,9,2,1
2002,"IE",4,7,2,1
2002,"IE",7,7,3,2
2002,"IE",6,6,2,1
2002,"IE",7,7,3,2
2002,"IE",5,3,2,2
2002,"IE",3,7,2,2
2002,"IE",7,8,2,1
2002,"IE",7,10,2,2
2002,"IE",2,9,1,2
2002,"IE",7,8,1,1
2002,"NL",6,10,3,2
2002,"NL",7,10,3,1
2002,"NL",3,8,1,2
2002,"NL",3,7,5,1
2002,"NL",4,6,3,2
2002,"NL",3,8,3,1
2002,"NL",5,7,1,1
2002,"NL",2,8,2,1
2002,"NL",4,8,2,2
2002,"NL",5,10,1,1
2002,"NL",6,10,2,1
2002,"NL",6,8,2,2
2002,"NL",6,8,2,2
2002,"NL",6,8,3,2
2002,"NL",6,6,2,2
2002,"NL",5,7,1,2
2002,"NL",3,8,2,1
2002,"NL",6,8,5,1
2002,"NL",4,5,2,2
2002,"NL",3,7,2,1
2002,"NL",3,6,3,1
2002,"NL",7,10,1,1
2002,"NL",1,8,2,2
2002,"NL",0,8,2,2
2002,"NL",4,8,1,2
2002,"NL",7,5,2,2
2002,"NL",2,9,2,2
2002,"NL",7,7,2,1
2002,"NL",4,7,3,1
2002,"NL",5,8,2,1
2002,"NL",4,7,2,1
2002,"NL",3,7,2,2
2002,"NL",5,6,2,2
2002,"NL",7,8,1,1
2002,"NL",7,7,2,2
2002,"NL",7,6,2,2
2002,"NL",7,10,3,2
2002,"NL",4,7,2,1
2002,"NL",4,8,2,1
2002,"NL",7,5,3,1
2002,"NL",3,7,3,1
2002,"NL",2,9,1,1
2002,"NL",3,7,2,2
2002,"NL",4,9,2,1
2002,"NL",7,7,2,2
2002,"NL",7,5,3,1
2002,"NL",7,10,2,2
2002,"NL",4,9,2,2
2002,"NL",4,7,3,2
2002,"NL",6,7,2,2
2002,"NL",4,7,2,1
2002,"NL",2,8,3,2
2002,"NL",7,7,4,2
2002,"NL",4,8,2,2
2002,"NL",7,7,2,1
2002,"NL",5,8,2,1
2002,"NL",6,7,2,2
2002,"NL",2,8,1,1
2002,"NL",5,10,2,2
2002,"NL",6,10,3,2
2002,"NL",7,7,2,1
2002,"NL",7,8,2,2
2002,"NL",4,9,2,1
2002,"NL",5,4,3,1
2002,"NL",4,7,2,2
2002,"NL",6,8,2,2
2002,"NL",6,5,3,1
2002,"NL",3,7,2,2
2002,"NL",4,8,2,1
2002,"NL",7,4,3,2
2002,"NL",2,4,3,1
2002,"NL",5,8,2,1
2002,"NL",3,9,2,1
2002,"NL",7,7,2,1
2002,"NL",7,8,2,1
2002,"NL",6,8,2,2
2002,"NL",3,9,2,1
2002,"NL",7,8,2,1
2002,"NL",5,8,2,1
2002,"NL",4,8,2,1
2002,"NL",4,7,2,1
2002,"NL",6,8,1,1
2002,"NL",4,9,2,2
2002,"NL",4,10,1,2
2002,"NL",7,6,3,1
2002,"NL",2,6,4,2
2002,"NL",7,9,2,2
2002,"NL",4,9,3,2
2002,"NL",4,8,1,1
2002,"NL",7,8,2,1
2002,"NL",4,8,3,2
2002,"NL",7,8,3,2
2002,"NL",7,8,2,2
2002,"NL",6,8,2,2
2002,"NL",7,8,2,1
2002,"NL",4,8,2,2
2002,"NL",7,0,5,2
2002,"NL",4,8,2,1
2002,"NL",4,8,2,2
2002,"NL",7,8,1,2
2002,"NL",7,4,4,2
2002,"NL",7,8,3,2
2002,"NL",7,8,2,2
2002,"NL",6,8,2,2
2002,"NL",2,6,2,2
2002,"NL",5,6,3,1
2002,"NL",7,9,1,2
2002,"NL",6,8,2,2
2002,"NL",7,8,2,1
2002,"NL",7,3,3,2
2002,"NL",1,7,2,2
2002,"NL",3,8,1,2
2002,"NL",3,6,3,2
2002,"NL",2,8,1,1
2002,"NL",2,9,1,1
2002,"NL",5,9,1,2
2002,"NL",7,9,2,1
2002,"NL",7,9,2,2
2002,"NL",6,7,2,2
2002,"NL",2,8,1,1
2002,"NL",2,8,2,2
2002,"NL",4,7,2,2
2002,"NL",5,8,2,1
2002,"NL",6,8,2,1
2002,"NL",6,7,2,1
2002,"NL",5,10,2,1
2002,"NL",7,10,2,1
2002,"NL",7,9,2,1
2002,"NL",6,8,2,2
2002,"NL",7,8,2,2
2002,"NL",3,8,2,1
2002,"NL",2,6,3,2
2002,"NL",2,9,2,2
2002,"NL",2,10,2,2
2002,"NL",7,8,2,2
2002,"NL",4,7,2,2
2002,"NL",6,7,2,2
2002,"NL",5,7,2,2
2002,"NL",6,7,3,2
2002,"NL",3,9,2,2
2002,"NL",5,9,3,2
2002,"NL",5,8,2,1
2002,"NL",6,7,2,2
2002,"NL",1,6,3,1
2002,"NL",5,8,2,1
2002,"NL",1,7,2,1
2002,"NL",5,8,2,2
2002,"NL",6,9,1,2
2002,"NL",2,7,3,2
2002,"NL",4,9,1,1
2002,"NL",6,8,2,1
2002,"NL",3,8,1,2
2002,"NL",7,8,2,1
2002,"NL",6,8,2,2
2002,"NL",7,9,1,1
2002,"NL",2,8,1,1
2002,"NL",6,8,2,1
2002,"NL",6,5,3,2
2002,"NL",6,8,3,2
2002,"NL",6,9,2,1
2002,"NL",7,6,3,2
2002,"NL",0,8,3,2
2002,"NL",0,7,2,2
2002,"NL",7,4,4,1
2002,"NL",4,9,3,2
2002,"NL",7,8,3,1
2002,"NL",6,8,4,2
2002,"NL",4,8,2,2
2002,"NL",4,8,1,2
2002,"NL",7,8,4,2
2002,"NL",6,7,3,2
2002,"NL",3,9,2,1
2002,"NL",4,7,3,2
2002,"NL",4,8,3,2
2002,"NL",4,8,2,1
2002,"NL",7,9,2,2
2002,"NL",4,7,2,2
2002,"NL",7,5,3,2
2002,"NL",6,8,2,1
2002,"NL",5,9,1,2
2002,"NL",5,9,3,2
2002,"NL",7,8,1,1
2002,"NL",6,8,2,2
2002,"NL",7,7,2,1
2002,"NL",7,7,3,2
2002,"NL",4,8,2,2
2002,"NL",4,9,2,2
2002,"NL",3,8,1,2
2002,"NL",3,9,2,2
2002,"NL",2,8,2,1
2002,"NL",5,8,2,2
2002,"NL",4,7,2,2
2002,"NL",4,7,2,1
2002,"NL",6,9,2,2
2002,"NL",5,8,3,1
2002,"NL",4,8,1,1
2002,"NL",5,8,2,2
2002,"NL",3,7,2,2
2002,"NL",7,8,2,2
2002,"NL",7,8,3,1
2002,"NL",6,8,2,1
2002,"NL",2,7,2,1
2002,"NL",1,8,1,2
2002,"NL",1,6,2,1
2002,"NL",5,7,2,1
2002,"NL",6,10,3,2
