"year","cntry","tvtot","happy","health","gndr"
2006,"GB",7,7,4,2
2006,"GB",7,9,2,1
2006,"GB",7,9,4,1
2006,"GB",4,5,1,2
2006,"GB",7,8,2,2
2006,"GB",5,6,3,2
2006,"GB",4,8,1,2
2006,"GB",4,7,3,1
2006,"GB",0,6,1,1
2006,"GB",5,3,5,2
2006,"GB",5,8,1,2
2006,"GB",1,10,2,2
2006,"GB",6,10,2,2
2006,"GB",7,7,3,1
2006,"GB",7,7,4,1
2006,"GB",7,3,4,1
2006,"GB",7,8,2,2
2006,"GB",7,10,4,1
2006,"GB",7,8,1,1
2006,"GB",3,9,1,1
2006,"GB",6,9,2,2
2006,"GB",3,8,2,2
2006,"GB",2,7,1,1
2006,"GB",7,8,1,2
2006,"GB",6,7,2,2
2006,"GB",5,7,1,1
2006,"GB",1,6,1,2
2006,"GB",2,7,3,1
2006,"GB",7,8,1,2
2006,"GB",0,7,3,2
2006,"GB",7,8,2,1
2006,"GB",3,5,2,1
2006,"GB",7,5,3,2
2006,"GB",6,8,3,1
2006,"GB",5,6,1,2
2006,"GB",5,5,3,1
2006,"GB",7,10,2,2
2006,"GB",3,7,3,2
2006,"GB",2,8,2,2
2006,"GB",3,8,2,2
2006,"GB",4,8,1,1
2006,"GB",2,5,2,2
2006,"GB",7,7,2,2
2006,"GB",7,6,2,2
2006,"GB",7,7,2,2
2006,"GB",0,9,2,2
2006,"GB",4,7,3,2
2006,"GB",7,7,3,2
2006,"GB",7,3,3,1
2006,"GB",3,9,1,2
2006,"GB",7,6,4,2
2006,"GB",2,9,1,2
2006,"GB",6,7,2,1
2006,"GB",7,9,4,1
2006,"GB",7,4,2,2
2006,"GB",7,10,4,1
2006,"GB",4,10,1,2
2006,"GB",7,3,1,2
2006,"GB",6,7,1,2
2006,"GB",3,5,2,2
2006,"GB",2,7,3,2
2006,"GB",3,9,3,2
2006,"GB",1,9,1,1
2006,"GB",1,8,2,1
2006,"GB",7,8,2,1
2006,"GB",6,9,1,1
2006,"GB",2,8,2,2
2006,"GB",5,8,1,1
2006,"GB",4,7,2,2
2006,"GB",7,8,2,1
2006,"GB",4,10,1,2
2006,"GB",5,5,3,1
2006,"GB",2,7,1,2
2006,"GB",7,9,3,2
2006,"GB",7,8,1,1
2006,"GB",3,9,1,1
2006,"GB",3,5,4,2
2006,"GB",3,9,2,1
2006,"GB",7,5,2,2
2006,"GB",4,6,2,1
2006,"GB",4,9,1,2
2006,"GB",3,8,2,2
2006,"GB",0,8,3,2
2006,"GB",7,10,5,2
2006,"GB",4,8,2,1
2006,"GB",7,8,1,2
2006,"GB",5,8,1,2
2006,"GB",2,9,1,1
2006,"GB",5,7,1,1
2006,"GB",2,10,1,1
2006,"GB",4,8,2,1
2006,"GB",4,5,1,2
2006,"GB",2,10,1,2
2006,"GB",5,8,1,1
2006,"GB",5,10,3,2
2006,"GB",6,8,2,2
2006,"GB",7,7,2,2
2006,"GB",6,10,2,2
2006,"GB",7,7,2,2
2006,"GB",4,10,3,1
2006,"GB",6,7,3,1
2006,"GB",7,6,2,2
2006,"GB",7,9,2,2
2006,"GB",3,7,2,1
2006,"GB",5,8,2,2
2006,"GB",6,7,2,1
2006,"GB",2,9,2,1
2006,"GB",5,8,1,2
2006,"GB",4,8,2,2
2006,"GB",7,5,3,2
2006,"GB",4,7,2,1
2006,"GB",3,7,1,1
2006,"GB",5,8,2,1
2006,"GB",3,4,1,1
2006,"GB",7,9,1,2
2006,"GB",1,8,3,2
2006,"GB",5,9,2,1
2006,"GB",1,9,2,1
2006,"GB",4,9,1,2
2006,"GB",7,7,3,2
2006,"GB",6,3,3,2
2006,"GB",6,5,2,1
2006,"GB",0,8,1,1
2006,"GB",7,8,2,2
2006,"GB",4,4,1,1
2006,"GB",7,9,2,1
2006,"GB",5,5,2,2
2006,"GB",3,10,1,2
2006,"GB",7,8,4,1
2006,"GB",2,8,2,1
2006,"GB",7,5,1,2
2006,"GB",5,8,2,2
2006,"GB",6,7,3,2
2006,"GB",7,8,2,2
2006,"GB",7,8,3,1
2006,"GB",6,9,3,2
2006,"GB",7,7,2,2
2006,"GB",7,6,3,1
2006,"GB",7,7,3,2
2006,"GB",5,8,2,2
2006,"GB",7,5,3,2
2006,"GB",6,7,3,2
2006,"GB",2,8,2,1
2006,"GB",3,8,1,1
2006,"GB",6,10,4,1
2006,"GB",4,9,3,2
2006,"GB",7,9,1,2
2006,"GB",4,4,3,2
2006,"GB",7,3,2,1
2006,"GB",3,7,3,1
2006,"GB",7,10,3,1
2006,"GB",7,7,2,2
2006,"GB",5,10,2,1
2006,"GB",3,9,2,1
2006,"GB",6,6,3,2
2006,"GB",4,8,1,2
2006,"GB",3,8,3,1
2006,"GB",7,8,3,1
2006,"GB",7,9,1,2
2006,"GB",7,6,3,2
2006,"GB",1,6,1,2
2006,"GB",0,7,2,2
2006,"GB",7,7,2,2
2006,"GB",7,9,1,1
2006,"GB",2,10,2,2
2006,"GB",3,8,4,2
2006,"GB",7,5,4,2
2006,"GB",6,7,2,2
2006,"GB",7,5,2,1
2006,"GB",7,4,3,1
2006,"GB",4,3,3,1
2006,"GB",7,2,5,1
2006,"GB",2,5,3,1
2006,"GB",4,7,2,2
2006,"GB",6,9,1,2
2006,"GB",3,7,1,2
2006,"GB",6,10,2,2
2006,"GB",4,8,2,2
2006,"GB",4,7,3,1
2006,"GB",7,8,2,2
2006,"GB",5,8,2,1
2006,"GB",7,8,2,2
2006,"GB",2,7,2,1
2006,"GB",4,7,3,2
2006,"GB",7,7,3,2
2006,"GB",7,10,4,1
2006,"GB",5,7,2,1
2006,"GB",4,8,2,1
2006,"GB",4,8,2,2
2006,"GB",7,10,1,2
2006,"GB",5,8,2,2
2006,"GB",7,6,1,1
2006,"GB",4,6,2,1
2006,"GB",7,7,3,1
2006,"GB",4,6,1,2
2006,"GB",7,9,2,2
2006,"GB",7,10,1,2
2006,"GB",2,9,1,1
2006,"GB",7,8,3,1
2006,"GB",7,6,2,2
2006,"GB",2,8,1,2
2006,"GB",3,8,2,1
2006,"GB",2,4,4,2
2006,"GB",2,7,2,2
2006,"GB",7,10,2,2
2006,"GB",1,7,1,2
2006,"GB",5,9,2,2
2006,"GB",7,8,3,2
2006,"GB",6,7,2,1
2006,"GB",6,10,2,1
2006,"GB",4,4,3,1
2006,"GB",4,9,2,2
2006,"GB",4,8,2,2
2006,"GB",2,8,1,1
2006,"GB",5,7,1,1
2006,"GB",2,7,1,1
2006,"GB",2,9,1,2
2006,"GB",7,7,1,1
2006,"GB",6,7,3,1
2006,"GB",7,7,2,2
2006,"GB",7,7,3,2
2006,"GB",7,7,3,2
2006,"GB",7,8,2,2
2006,"GB",0,10,2,1
2006,"GB",6,10,3,2
2006,"GB",6,8,2,2
2006,"GB",7,4,2,2
2006,"GB",7,10,2,2
2006,"GB",6,9,3,2
2006,"GB",7,9,2,2
2006,"GB",3,9,2,1
2006,"GB",7,8,4,1
2006,"GB",4,10,2,1
2006,"GB",2,7,2,2
2006,"GB",7,8,3,2
2006,"GB",5,8,1,1
2006,"GB",5,7,2,1
2006,"GB",6,9,2,2
2006,"GB",6,5,3,1
2006,"GB",7,9,1,2
2006,"GB",6,8,1,2
2006,"GB",2,7,1,1
2006,"GB",6,8,3,1
2006,"GB",5,8,2,2
2006,"GB",6,8,4,2
2006,"GB",4,10,2,1
2006,"GB",7,6,4,2
2006,"GB",2,9,2,2
2006,"GB",3,9,1,2
2006,"GB",7,8,3,2
2006,"GB",3,9,1,2
2006,"GB",6,8,2,2
2006,"GB",6,6,3,1
2006,"GB",5,10,2,1
2006,"GB",2,5,3,1
2006,"GB",7,9,3,2
2006,"GB",3,9,3,2
2006,"GB",5,4,1,2
2006,"GB",7,6,1,1
2006,"GB",2,4,3,2
2006,"GB",5,9,2,2
2006,"GB",7,7,4,2
2006,"GB",5,9,1,1
2006,"GB",3,10,3,1
2006,"GB",5,9,1,2
2006,"GB",7,10,5,1
2006,"GB",1,7,4,1
2006,"GB",3,8,3,2
2006,"GB",6,5,2,2
2006,"GB",2,8,1,2
2006,"GB",1,10,3,2
2006,"GB",7,9,2,2
2006,"GB",3,10,1,1
2006,"GB",6,10,1,1
2006,"GB",5,7,3,2
2006,"GB",7,7,1,1
2006,"GB",5,8,1,2
2006,"GB",6,9,1,2
2006,"GB",5,6,3,1
2006,"GB",7,8,1,1
2006,"GB",5,8,1,2
2006,"GB",4,6,4,2
2006,"GB",5,10,1,1
2006,"GB",7,7,1,2
2006,"GB",7,5,1,2
2006,"GB",7,4,1,2
2006,"GB",7,8,3,2
2006,"GB",7,8,1,2
2006,"GB",2,7,1,1
2006,"GB",3,6,2,2
2006,"GB",7,2,2,2
2006,"GB",6,7,2,1
2006,"GB",5,8,3,1
2006,"GB",7,7,3,2
2006,"GB",7,9,2,1
2006,"GB",7,8,2,2
2006,"GB",7,8,3,2
2006,"GB",5,8,1,1
2006,"GB",4,8,2,2
2006,"GB",7,7,2,1
2006,"GB",7,0,2,2
2006,"GB",5,6,2,2
2006,"GB",7,8,1,2
2006,"GB",1,9,2,1
2006,"GB",2,7,3,1
2006,"GB",4,7,2,2
2006,"GB",7,8,4,1
2006,"GB",7,5,3,2
2006,"GB",3,7,1,1
2006,"GB",4,9,1,1
2006,"GB",7,1,4,1
2006,"GB",3,4,4,1
2006,"GB",7,3,4,1
2006,"GB",3,8,3,2
2006,"GB",3,7,1,1
2006,"GB",5,9,2,2
2006,"GB",4,9,2,2
2006,"GB",6,9,2,2
2006,"GB",7,5,1,1
2006,"GB",5,7,1,1
2006,"GB",4,10,1,2
2006,"GB",7,10,2,1
2006,"GB",6,7,2,2
2006,"GB",7,9,1,2
2006,"GB",6,5,4,1
2006,"GB",6,9,3,1
2006,"GB",5,8,2,2
2006,"GB",6,7,3,1
2006,"GB",7,10,2,1
2006,"GB",7,10,2,2
2006,"GB",3,9,2,2
2006,"GB",7,8,3,1
2006,"GB",6,10,4,2
2006,"GB",7,8,2,2
2006,"GB",6,8,2,1
2006,"GB",7,8,2,1
2006,"GB",4,5,1,2
2006,"GB",7,9,2,2
2006,"GB",4,8,1,2
2006,"GB",7,9,1,1
2006,"GB",7,8,2,2
2006,"GB",1,7,4,2
2006,"GB",6,8,1,1
2006,"GB",7,3,3,1
2006,"GB",6,4,2,2
2006,"GB",4,7,3,2
2006,"GB",3,9,2,2
2006,"GB",7,5,3,1
2006,"GB",5,8,1,1
2006,"GB",7,9,2,1
2006,"GB",4,3,3,1
2006,"GB",6,10,2,2
2006,"GB",4,5,3,2
2006,"GB",5,8,2,2
2006,"GB",4,8,1,2
2006,"GB",5,7,3,2
2006,"GB",7,3,3,1
2006,"GB",0,5,2,2
2006,"GB",1,8,2,2
2006,"GB",4,8,2,1
2006,"GB",0,4,1,1
2006,"GB",5,8,1,1
2006,"GB",7,9,2,2
2006,"GB",2,10,1,1
2006,"GB",1,8,3,1
2006,"GB",7,6,3,1
2006,"GB",4,8,2,1
2006,"GB",7,5,5,1
2006,"GB",6,7,3,2
2006,"GB",7,6,3,2
2006,"GB",4,7,3,1
2006,"GB",6,10,3,1
2006,"GB",6,10,2,2
2006,"GB",7,8,2,2
2006,"GB",2,8,1,1
2006,"GB",5,4,2,1
2006,"GB",6,9,2,1
2006,"GB",7,9,2,2
2006,"GB",6,7,2,1
2006,"GB",4,6,2,2
2006,"GB",4,8,2,2
2006,"GB",2,4,2,2
2006,"GB",6,3,3,1
2006,"GB",3,8,2,2
2006,"GB",7,9,1,1
2006,"GB",4,9,2,2
2006,"GB",5,8,3,1
2006,"GB",7,10,3,2
2006,"GB",4,9,1,1
2006,"GB",6,8,2,1
2006,"GB",7,8,2,1
2006,"GB",7,5,4,2
2006,"GB",5,8,2,2
2006,"GB",7,6,3,2
2006,"GB",7,3,4,2
2006,"GB",7,10,1,1
2006,"GB",6,9,3,2
2006,"GB",4,7,3,2
2006,"GB",1,8,1,1
2006,"GB",7,8,1,2
2006,"GB",7,5,2,2
2006,"GB",6,9,3,2
2006,"GB",7,9,1,1
2006,"GB",7,9,3,2
2006,"GB",7,7,2,2
2006,"GB",4,7,1,2
2006,"GB",7,10,3,1
2006,"GB",6,10,3,2
2006,"GB",3,8,3,1
2006,"GB",7,9,3,2
2006,"GB",4,3,2,1
2006,"GB",6,8,3,1
2006,"GB",6,5,3,2
2006,"GB",5,8,1,1
2006,"GB",4,7,3,1
2006,"GB",6,2,2,1
2006,"GB",7,5,4,2
2006,"GB",7,7,3,2
2006,"GB",7,7,3,1
2006,"GB",7,9,2,1
2006,"GB",5,10,4,1
2006,"GB",7,10,2,2
2006,"GB",7,2,4,1
2006,"GB",7,9,2,2
2006,"GB",7,10,2,2
2006,"GB",6,6,3,1
2006,"GB",7,7,1,1
2006,"GB",6,8,1,1
2006,"GB",5,10,1,1
2006,"GB",1,0,4,2
2006,"GB",2,10,1,2
2006,"GB",3,8,2,2
2006,"GB",2,9,1,2
2006,"GB",7,7,2,1
2006,"GB",0,8,3,2
2006,"GB",0,8,2,2
2006,"GB",4,3,2,2
2006,"GB",1,9,1,2
2006,"GB",7,9,3,2
2006,"GB",4,5,3,1
2006,"GB",5,7,3,1
2006,"GB",2,8,1,1
2006,"GB",5,5,2,2
2006,"GB",1,7,1,1
2006,"GB",4,7,1,1
2006,"GB",6,8,3,1
2006,"GB",7,8,2,2
2006,"GB",4,7,2,2
2006,"GB",7,5,2,2
2006,"GB",5,8,2,1
2006,"GB",7,8,2,2
2006,"GB",4,7,1,2
2006,"GB",7,8,1,1
2006,"GB",7,7,3,1
2006,"GB",7,10,1,1
2006,"GB",5,9,2,1
2006,"GB",7,5,3,2
2006,"GB",7,8,3,1
2006,"GB",7,9,1,1
2006,"GB",7,8,1,2
2006,"GB",4,2,3,2
2006,"GB",6,7,2,2
2006,"GB",7,3,5,2
2006,"GB",2,5,3,1
2006,"GB",5,6,2,1
2006,"GB",6,7,3,1
2006,"GB",6,7,2,1
2006,"GB",2,8,1,1
2006,"GB",7,7,3,1
2006,"GB",3,5,3,2
2006,"GB",4,8,2,1
2006,"GB",7,10,1,1
2006,"GB",5,8,2,2
2006,"GB",4,7,2,1
2006,"GB",3,8,2,2
2006,"GB",7,10,2,2
2006,"GB",7,5,2,1
2006,"GB",6,6,1,2
2006,"GB",7,5,4,1
2006,"GB",6,8,2,1
2006,"GB",7,3,3,2
2006,"GB",7,10,1,2
2006,"GB",5,8,2,1
2006,"GB",7,9,3,2
2006,"GB",6,9,1,2
2006,"GB",7,9,2,2
2006,"GB",6,9,1,1
2006,"GB",6,10,1,2
2006,"GB",4,4,3,2
2006,"GB",2,7,2,1
2006,"GB",7,9,2,1
2006,"GB",4,5,1,1
2006,"GB",6,6,4,2
2006,"GB",3,5,3,2
2006,"GB",7,8,1,2
2006,"GB",7,9,1,2
2006,"GB",7,10,2,2
2006,"GB",2,9,2,1
2006,"GB",7,8,3,2
2006,"GB",4,10,1,2
2006,"GB",7,9,3,2
2006,"GB",7,10,2,1
2006,"GB",3,8,1,1
2006,"GB",2,8,1,2
2006,"GB",3,8,2,2
2006,"GB",6,9,1,1
2006,"GB",7,10,3,2
2006,"GB",3,8,1,1
2006,"GB",7,10,3,2
2006,"GB",7,0,4,1
2006,"GB",7,9,1,1
2006,"GB",2,9,1,1
2006,"GB",5,7,2,1
2006,"GB",2,8,2,1
2006,"GB",1,9,2,1
2006,"GB",3,7,2,1
2006,"GB",5,8,3,1
2006,"GB",3,8,2,1
2006,"GB",7,7,1,2
2006,"GB",2,8,1,2
2006,"GB",3,7,1,1
2006,"GB",2,6,1,1
2006,"GB",6,9,1,1
2006,"GB",2,7,1,2
2006,"GB",4,9,1,2
2006,"GB",5,8,1,2
2006,"GB",2,8,2,1
2006,"GB",7,10,3,1
2006,"GB",7,9,1,1
2006,"GB",3,9,3,2
2006,"GB",6,4,3,2
2006,"GB",4,8,1,1
2006,"GB",7,7,1,1
2006,"GB",4,9,3,1
2006,"GB",5,10,2,2
2006,"GB",2,7,1,2
2006,"GB",7,7,3,1
2006,"GB",7,10,4,2
2006,"GB",7,6,2,2
2006,"GB",7,5,5,1
2006,"GB",6,10,2,1
2006,"GB",7,3,2,1
2006,"GB",5,7,1,1
2006,"GB",4,9,1,2
2006,"GB",3,5,1,1
2006,"GB",1,8,2,2
2006,"GB",7,8,2,2
2006,"GB",6,3,4,1
2006,"GB",7,5,2,1
2006,"GB",6,8,1,2
2006,"GB",6,8,2,2
2006,"GB",5,10,3,2
2006,"GB",7,9,3,2
2006,"GB",3,7,2,1
2006,"GB",0,8,1,1
2006,"GB",2,8,1,1
2006,"GB",6,10,1,2
2006,"GB",4,1,3,1
2006,"GB",4,9,4,2
2006,"GB",7,3,5,2
2006,"GB",6,7,2,1
2006,"GB",4,8,2,2
2006,"GB",5,5,2,2
2006,"GB",3,8,3,1
2006,"GB",3,10,2,1
2006,"GB",3,9,2,1
2006,"GB",6,9,2,1
2006,"GB",1,7,2,2
2006,"GB",7,7,3,2
2006,"GB",2,7,2,1
2006,"GB",3,6,2,1
2006,"GB",2,9,1,2
2006,"GB",7,8,3,1
2006,"GB",3,8,1,1
2006,"GB",0,7,2,1
2006,"GB",7,8,2,2
2006,"GB",6,4,5,1
2006,"GB",7,9,3,2
2006,"GB",7,8,2,1
2006,"GB",6,8,1,1
2006,"GB",7,4,2,2
2006,"GB",7,2,1,2
2006,"GB",5,5,3,2
2006,"GB",4,3,2,1
2006,"GB",3,4,1,2
2006,"GB",5,8,1,2
2006,"GB",6,5,1,2
2006,"GB",7,10,1,2
2006,"GB",7,5,2,2
2006,"GB",2,8,2,2
2006,"GB",3,8,2,2
2006,"GB",3,8,2,2
2006,"GB",7,5,1,2
2006,"GB",4,8,1,1
2006,"GB",7,4,2,2
2006,"GB",3,8,2,2
2006,"GB",7,6,2,1
2006,"GB",7,10,2,2
2006,"GB",6,9,1,2
2006,"GB",4,9,1,1
2006,"GB",2,5,3,1
2006,"GB",7,8,3,2
2006,"GB",2,4,3,2
2006,"GB",5,8,3,2
2006,"GB",5,6,1,2
2006,"GB",3,8,1,2
2006,"GB",7,9,1,2
2006,"GB",1,10,2,2
2006,"GB",6,0,2,2
2006,"GB",7,8,2,2
2006,"GB",7,10,1,2
2006,"GB",7,4,2,2
2006,"GB",7,8,2,1
2006,"GB",7,7,3,2
2006,"GB",5,7,1,2
2006,"GB",5,8,3,2
2006,"GB",7,7,2,1
2006,"GB",7,7,2,2
2006,"GB",4,8,3,2
2006,"GB",6,9,1,1
2006,"GB",4,8,2,2
2006,"GB",3,8,2,1
2006,"GB",6,7,3,1
2006,"GB",2,3,4,1
2006,"GB",7,7,1,1
2006,"GB",6,8,1,1
2006,"GB",6,8,2,1
2006,"GB",7,9,3,2
2006,"GB",7,7,3,1
2006,"GB",7,8,2,2
2006,"GB",7,9,1,1
2006,"GB",2,8,2,1
2006,"GB",4,8,2,1
2006,"GB",5,8,1,2
2006,"GB",7,5,1,1
2006,"GB",7,8,1,2
2006,"GB",7,8,2,1
2006,"GB",7,7,1,1
2006,"GB",7,10,1,2
2006,"GB",2,7,2,2
2006,"GB",5,9,2,1
2006,"GB",6,8,3,2
2006,"GB",7,8,2,2
2006,"GB",4,8,2,1
2006,"GB",4,7,1,2
2006,"GB",7,4,3,2
2006,"GB",1,8,3,1
2006,"GB",7,2,1,2
2006,"GB",5,9,1,2
2006,"GB",4,10,2,2
2006,"GB",7,8,3,2
2006,"GB",2,8,2,1
2006,"GB",4,8,2,2
2006,"GB",3,8,2,2
2006,"GB",7,5,3,2
2006,"GB",6,7,1,2
2006,"GB",6,6,2,2
2006,"GB",4,8,1,1
2006,"GB",7,0,3,1
2006,"GB",3,10,1,1
2006,"GB",7,7,1,2
2006,"GB",6,9,1,2
2006,"GB",5,8,2,1
2006,"GB",7,10,3,1
2006,"GB",5,8,2,1
2006,"GB",3,9,1,1
2006,"GB",4,5,2,2
2006,"GB",7,9,3,2
2006,"GB",6,8,5,2
2006,"GB",7,5,3,1
2006,"GB",3,9,2,1
2006,"GB",7,7,2,1
2006,"GB",5,9,1,1
2006,"GB",2,10,1,2
2006,"GB",0,9,2,2
2006,"GB",1,8,2,2
2006,"GB",5,8,2,2
2006,"GB",5,8,1,2
2006,"GB",3,5,2,2
2006,"GB",4,10,1,1
2006,"GB",2,8,1,2
2006,"GB",5,8,1,1
2006,"GB",5,8,2,2
2006,"GB",7,9,2,2
2006,"GB",3,8,1,2
2006,"GB",4,7,2,2
2006,"GB",4,8,2,1
2006,"GB",7,8,4,2
2006,"GB",7,7,2,2
2006,"GB",4,8,2,2
2006,"GB",5,7,1,1
2006,"GB",4,9,2,2
2006,"GB",2,8,2,1
2006,"GB",1,10,1,1
2006,"GB",7,9,2,2
2006,"GB",2,1,4,1
2006,"GB",7,7,3,2
2006,"GB",7,0,3,2
2006,"GB",1,7,1,1
2006,"GB",6,8,2,2
2006,"GB",2,9,1,2
2006,"GB",0,10,3,1
2006,"GB",4,9,1,2
2006,"GB",7,7,2,1
2006,"GB",1,10,1,2
2006,"GB",7,8,2,2
2006,"GB",2,8,1,2
2006,"GB",5,7,2,1
2006,"GB",4,8,2,2
2006,"GB",5,8,2,2
2006,"GB",6,8,2,1
2006,"GB",7,7,3,2
2006,"GB",5,10,2,1
2006,"GB",6,5,1,2
2006,"GB",7,9,2,1
2006,"GB",7,5,3,2
2006,"GB",1,9,2,1
2006,"GB",7,8,3,1
2006,"GB",5,8,3,1
2006,"GB",3,6,1,2
2006,"GB",5,5,1,2
2006,"GB",2,6,3,1
2006,"GB",2,7,1,2
2006,"GB",7,7,1,2
2006,"GB",7,8,3,1
2006,"GB",3,9,2,1
2006,"GB",2,4,3,2
2006,"GB",4,9,2,2
2006,"GB",3,9,1,2
2006,"GB",6,9,1,2
2006,"GB",7,0,5,1
2006,"GB",5,8,1,2
2006,"GB",7,10,2,2
2006,"GB",7,5,5,1
2006,"GB",7,8,1,1
2006,"GB",7,6,3,2
2006,"GB",4,8,2,2
2006,"GB",7,8,3,1
2006,"GB",5,9,1,2
2006,"GB",1,5,2,1
2006,"GB",3,6,2,1
2006,"GB",5,5,1,2
2006,"GB",1,6,5,1
2006,"GB",7,8,2,1
2006,"GB",5,8,3,2
2006,"GB",5,7,3,2
2006,"GB",6,7,3,2
2006,"GB",2,9,2,1
2006,"GB",6,10,1,2
2006,"GB",3,10,1,2
2006,"GB",5,7,3,2
2006,"GB",4,8,2,1
2006,"GB",6,9,1,2
2006,"GB",7,10,1,1
2006,"GB",3,8,2,1
2006,"GB",6,10,2,1
2006,"GB",7,10,2,1
2006,"GB",2,10,1,1
2006,"GB",2,8,1,2
2006,"GB",3,7,2,1
2006,"GB",7,10,1,2
2006,"GB",2,5,2,2
2006,"GB",7,9,2,2
2006,"GB",6,6,4,1
2006,"GB",6,8,2,2
2006,"GB",6,9,3,2
2006,"GB",7,9,2,2
2006,"GB",4,3,3,1
2006,"GB",7,9,1,1
2006,"GB",7,7,3,1
2006,"GB",4,10,1,2
2006,"GB",7,7,2,2
2006,"GB",4,8,2,1
2006,"GB",0,7,1,2
2006,"GB",5,5,2,1
2006,"GB",4,1,3,2
2006,"GB",7,9,1,1
2006,"GB",2,7,2,2
2006,"GB",7,7,2,1
2006,"GB",3,9,2,1
2006,"GB",1,8,3,2
2006,"GB",7,1,5,2
2006,"GB",7,7,1,2
2006,"GB",7,8,2,2
2006,"GB",2,8,2,2
2006,"GB",2,7,1,1
2006,"GB",5,8,1,1
2006,"GB",1,8,3,1
2006,"GB",7,7,3,1
2006,"GB",7,8,3,2
2006,"GB",3,8,2,2
2006,"GB",5,5,3,2
2006,"GB",7,8,3,1
2006,"GB",4,6,2,1
2006,"GB",7,1,3,1
2006,"GB",4,8,2,2
2006,"GB",7,7,2,1
2006,"GB",7,6,2,2
2006,"GB",5,8,2,2
2006,"GB",2,9,1,1
2006,"GB",4,10,2,1
2006,"GB",3,8,2,1
2006,"GB",3,7,2,2
2006,"GB",6,8,1,1
2006,"GB",6,6,2,1
2006,"GB",7,8,2,1
2006,"GB",5,8,1,2
2006,"GB",3,9,2,2
2006,"GB",4,6,2,2
2006,"GB",6,7,2,1
2006,"GB",2,8,2,1
2006,"GB",4,8,1,2
2006,"GB",7,10,1,2
2006,"GB",4,6,2,1
2006,"GB",7,5,2,1
2006,"GB",3,7,2,1
2006,"GB",7,7,1,2
2006,"GB",3,6,1,1
2006,"GB",4,7,3,1
2006,"GB",7,8,5,2
2006,"GB",7,8,2,2
2006,"GB",7,3,5,2
2006,"GB",4,8,2,2
2006,"GB",4,8,2,1
2006,"GB",6,9,2,1
2006,"GB",7,9,1,1
2006,"GB",7,6,4,1
2006,"GB",4,9,1,1
2006,"GB",4,9,1,1
2006,"GB",4,7,1,1
2006,"GB",7,6,5,2
2006,"GB",7,7,1,2
2006,"GB",1,9,1,2
2006,"GB",7,8,2,1
2006,"GB",4,8,3,2
2006,"GB",4,10,1,1
2006,"GB",7,8,2,1
2006,"GB",4,9,1,1
2006,"GB",7,3,4,2
2006,"GB",7,8,2,1
2006,"GB",7,7,3,2
2006,"GB",3,8,2,1
2006,"GB",2,8,1,2
2006,"GB",4,8,2,1
2006,"GB",7,8,3,2
2006,"GB",7,9,2,2
2006,"GB",4,9,2,1
2006,"GB",7,8,1,2
2006,"GB",3,5,1,1
2006,"GB",7,9,2,2
2006,"GB",2,8,3,1
2006,"GB",7,10,2,1
2006,"GB",4,4,2,1
2006,"GB",5,8,3,1
2006,"GB",4,8,3,1
2006,"GB",7,1,4,2
2006,"GB",0,4,1,1
2006,"GB",2,8,1,2
2006,"GB",7,10,3,2
2006,"GB",0,7,2,2
2006,"GB",7,7,1,2
2006,"GB",2,9,1,1
2006,"GB",7,2,3,1
2006,"GB",4,7,2,2
2006,"GB",6,8,1,2
2006,"GB",7,8,1,2
2006,"GB",5,6,2,1
2006,"GB",5,8,2,1
2006,"GB",5,10,1,2
2006,"GB",7,6,3,2
2006,"GB",6,7,1,2
2006,"GB",4,9,2,1
2006,"GB",6,9,2,1
2006,"GB",7,8,1,2
2006,"GB",5,9,1,1
2006,"GB",5,6,1,2
2006,"GB",5,9,2,2
2006,"GB",4,8,2,1
2006,"GB",5,6,2,1
2006,"GB",3,8,2,2
2006,"GB",7,10,2,2
2006,"GB",4,9,3,2
2006,"GB",7,6,2,2
2006,"GB",5,6,2,1
2006,"GB",7,10,2,2
2006,"GB",7,4,4,2
2006,"GB",7,8,1,1
2006,"GB",4,9,2,2
2006,"GB",5,8,1,2
2006,"GB",3,8,2,2
2006,"GB",7,10,2,1
2006,"GB",3,8,3,1
2006,"GB",7,9,3,2
2006,"GB",2,5,3,2
2006,"GB",7,8,2,1
2006,"GB",4,8,2,1
2006,"GB",7,9,2,2
2006,"GB",7,4,2,1
2006,"GB",4,5,2,1
2006,"GB",4,7,2,2
2006,"GB",5,8,1,2
2006,"GB",7,9,1,2
2006,"GB",4,7,4,2
2006,"GB",7,10,2,1
2006,"GB",7,4,4,2
2006,"GB",7,5,5,1
2006,"GB",2,8,1,1
2006,"GB",2,8,1,2
2006,"GB",5,10,2,2
2006,"GB",3,7,2,1
2006,"GB",7,8,2,2
2006,"GB",2,5,2,2
2006,"GB",3,8,2,2
2006,"GB",4,8,1,2
2006,"GB",4,10,2,2
2006,"GB",6,8,2,1
2006,"GB",5,8,2,2
2006,"GB",0,10,2,2
2006,"GB",5,10,2,2
2006,"GB",2,10,2,2
2006,"GB",1,6,3,1
2006,"GB",6,6,2,1
2006,"GB",7,4,3,2
2006,"GB",7,7,2,1
2006,"GB",7,7,3,1
2006,"GB",7,8,2,2
2006,"GB",7,9,1,1
2006,"GB",6,7,1,2
2006,"GB",4,7,1,2
2006,"GB",3,3,1,2
2006,"GB",7,7,3,2
